time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-05-03T21:26:40.585Z,59.352,-155.4674,52.5,1.3,ml,,,,0.59,ak,ak0205pfasps,2020-05-03T21:32:04.598Z,"54km SW of Old Iliamna, Alaska",earthquake,,5.2,,,automatic,ak,ak
2020-05-03T21:22:48.180Z,38.8421669,-122.8778305,2.58,0.59,md,15,91,0.005898,0.02,nc,nc73379880,2020-05-03T21:37:10.171Z,"13km ENE of Cloverdale, CA",earthquake,0.28,0.48,,3,automatic,nc,nc
2020-05-03T21:22:00.660Z,33.4873333,-116.4995,11.26,0.55,ml,20,94,0.07477,0.2,ci,ci38478394,2020-05-03T21:25:42.843Z,"18km ESE of Anza, CA",earthquake,0.4,0.76,0.141,11,automatic,ci,ci
2020-05-03T21:21:53.072Z,60.6176,-151.1339,56.1,1.1,ml,,,,0.25,ak,ak0205pf9r2q,2020-05-03T21:26:12.481Z,"9km NE of Kenai, Alaska",earthquake,,1.5,,,automatic,ak,ak
2020-05-03T21:11:09.969Z,63.1996,-151.3496,12.7,1.3,ml,,,,0.7,ak,ak0205pf7il0,2020-05-03T21:13:49.372Z,"116km NNW of Talkeetna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-05-03T20:50:14.820Z,35.6726667,-117.4225,1.34,1.04,ml,11,181,0.1548,0.2,ci,ci38478378,2020-05-03T20:53:43.651Z,"11km S of Searles Valley, CA",earthquake,0.57,1.14,0.153,12,automatic,ci,ci
2020-05-03T20:35:53.340Z,38.8230019,-122.8433304,1.89,1.53,md,31,56,0.006485,0.04,nc,nc73379875,2020-05-03T23:01:03.700Z,"9km NW of The Geysers, CA",earthquake,0.19,0.31,0.12,7,automatic,nc,nc
2020-05-03T20:35:08.250Z,33.4408333,-116.586,7.23,1.13,ml,41,43,0.0554,0.2,ci,ci38478370,2020-05-03T20:45:47.810Z,"15km SSE of Anza, CA",earthquake,0.22,0.54,0.119,27,automatic,ci,ci
2020-05-03T20:29:32.975Z,56.4184,-156.3592,75.4,2.5,ml,,,,0.39,ak,ak0205pepzo8,2020-05-03T20:35:31.672Z,"80km NW of Chirikof Island, Alaska",earthquake,,1,,,automatic,ak,ak
2020-05-03T20:14:21.060Z,38.7929993,-122.7596664,4.4,0.15,md,10,71,0.007615,0.02,nc,nc73379865,2020-05-03T22:34:03.540Z,"2km N of The Geysers, CA",earthquake,0.48,1.76,0.08,2,automatic,nc,nc
2020-05-03T20:08:40.622Z,58.7413,-154.665,65.3,1.1,ml,,,,0.93,ak,ak0205peli72,2020-05-03T20:12:06.373Z,"113km S of Old Iliamna, Alaska",earthquake,,1.2,,,automatic,ak,ak
2020-05-03T20:03:33.760Z,19.2303333,-155.415329,33.84,2.15,md,43,133,0.01829,0.13,hv,hv71497867,2020-05-03T20:16:12.453Z,"7km ENE of Pahala, Hawaii",earthquake,0.63,0.91,0.13,24,automatic,hv,hv
2020-05-03T20:00:18.940Z,17.9381,-66.7161,6,3.6,ml,21,189,0.1518,0.18,pr,pr2020124010,2020-05-03T22:03:52.818Z,"9km S of Tallaboa, Puerto Rico",earthquake,0.54,0.32,0.09,18,reviewed,pr,pr
2020-05-03T19:59:22.489Z,64.3064,-149.8718,9.5,1.3,ml,,,,0.66,ak,ak0205peaypb,2020-05-03T20:06:24.611Z,"47km SW of North Nenana, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-05-03T19:48:21.913Z,62.5898,-148.941,19.2,1.5,ml,,,,0.92,ak,ak0205pe8lsf,2020-05-03T19:51:50.445Z,"67km NE of Y, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-05-03T19:40:46.181Z,63.2839,-151.6492,0,2.3,ml,,,,1.15,ak,ak0205pe6xtc,2020-05-03T19:46:08.650Z,"132km NW of Talkeetna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-05-03T19:40:32.890Z,35.7435,-117.5795,6.57,0.93,ml,15,146,0.07356,0.16,ci,ci38478338,2020-05-03T19:44:18.407Z,"16km W of Searles Valley, CA",earthquake,0.45,1.04,0.083,11,automatic,ci,ci
2020-05-03T19:36:55.497Z,2.8247,36.0596,10,4.9,mww,,88,0.915,0.87,us,us700099fc,2020-05-03T21:35:04.709Z,"60km ESE of Lodwar, Kenya",earthquake,5.9,1.3,0.098,10,reviewed,us,us
2020-05-03T19:31:21.760Z,36.459,-117.978,7.2,1.72,ml,18,160,0.08455,0.22,ci,ci38478330,2020-05-03T19:35:00.106Z,"16km SSE of Lone Pine, CA",earthquake,0.48,1.37,0.21,22,automatic,ci,ci
2020-05-03T19:17:33.330Z,33.9331667,-117.1033333,14.81,2.64,ml,102,13,0.05945,0.18,ci,ci38478306,2020-05-03T21:28:14.104Z,"8km SW of Calimesa, CA",earthquake,0.16,0.31,0.192,24,automatic,ci,ci
2020-05-03T19:06:26.413Z,61.8801,-149.3141,18,1,ml,,,,0.49,ak,ak0205pdzm2e,2020-05-03T19:09:10.068Z,"15km NNW of Fishhook, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-05-03T19:04:17.034Z,-17.6869,-178.8232,545.85,4.6,mb,,126,2.978,1,us,us700099f4,2020-05-03T19:21:55.040Z,"237km SE of Lambasa, Fiji",earthquake,12.9,8.5,0.033,277,reviewed,us,us
2020-05-03T19:02:26.110Z,38.8224983,-122.4551697,8.8,1.37,md,6,82,0.01769,0.01,nc,nc73379850,2020-05-03T21:37:10.303Z,"9km E of Hidden Valley Lake, CA",earthquake,0.78,0.57,0.06,7,automatic,nc,nc
2020-05-03T18:48:24.000Z,33.2926667,-116.7446667,13.65,0.67,ml,16,108,0.05775,0.17,ci,ci38478290,2020-05-03T18:52:05.837Z,"6km NNE of Lake Henshaw, CA",earthquake,0.57,0.8,0.084,12,automatic,ci,ci
2020-05-03T18:42:02.272Z,59.1882,-152.1409,67.3,1.6,ml,,,,0.39,ak,ak0205pdlude,2020-05-03T18:46:55.130Z,"60km SW of Homer, Alaska",earthquake,,1.1,,,automatic,ak,ak
2020-05-03T18:37:31.461Z,63.2361,-148.2734,66.9,1.7,ml,,,,0.5,ak,ak0205pdku1t,2020-05-03T18:42:33.316Z,"38km ESE of Cantwell, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-05-03T18:35:11.200Z,38.8139992,-122.7693329,0.57,0.43,md,8,104,0.008899,0.02,nc,nc73379840,2020-05-03T20:42:02.793Z,"4km WSW of Cobb, CA",earthquake,0.4,0.7,0.15,2,automatic,nc,nc
2020-05-03T18:27:24.970Z,38.8139992,-122.8238297,2.11,0.56,md,16,55,0.006611,0.03,nc,nc73379835,2020-05-03T20:15:04.615Z,"7km NW of The Geysers, CA",earthquake,0.27,0.46,0.16,3,automatic,nc,nc
2020-05-03T18:02:23.095Z,61.6948,-151.029,53.1,1.4,ml,,,,0.51,ak,ak0205pddbc5,2020-05-03T18:08:05.453Z,"52km W of Willow, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-05-03T17:46:00.256Z,19.3276,-67.3542,10,2.9,ml,,319,0.885,0.23,us,us700099eb,2020-05-03T18:00:22.040Z,"96km NNW of San Antonio, Puerto Rico",earthquake,7.3,2,0.063,33,reviewed,us,us
2020-05-03T17:31:28.312Z,13.6979,144.6878,117.11,4.9,mb,,49,0.206,0.71,us,us700099e8,2020-05-03T22:27:38.771Z,"25km NW of Dededo Village, Guam",earthquake,10.3,5.1,0.102,30,reviewed,us,us
2020-05-03T17:30:04.430Z,33.2006667,-115.5791667,3.4,1.08,ml,11,99,0.03835,0.15,ci,ci38478258,2020-05-03T17:33:51.574Z,"7km SW of Niland, CA",earthquake,0.36,0.45,0.243,17,automatic,ci,ci
2020-05-03T17:29:43.640Z,33.2038333,-115.5666667,3.02,0.82,ml,10,97,0.04876,0.16,ci,ci38478250,2020-05-03T18:30:55.965Z,"6km SW of Niland, CA",earthquake,0.35,0.52,0.224,3,reviewed,ci,ci
2020-05-03T17:29:13.960Z,33.199,-115.5706667,3.03,1.35,ml,14,94,0.0434,0.18,ci,ci37444709,2020-05-03T18:29:20.957Z,"7km SW of Niland, CA",earthquake,0.28,0.42,0.179,10,reviewed,ci,ci
2020-05-03T17:02:23.770Z,36.1033333,-117.8605,1.87,0.89,ml,10,159,0.01493,0.15,ci,ci38478226,2020-05-03T17:06:12.610Z,"10km NE of Coso Junction, CA",earthquake,0.48,0.21,0.194,11,automatic,ci,ci
2020-05-03T17:02:10.760Z,33.4955,-116.7885,5.23,0.65,ml,27,39,0.01952,0.16,ci,ci38478218,2020-05-03T17:06:10.999Z,"9km NE of Aguanga, CA",earthquake,0.23,0.95,0.088,17,automatic,ci,ci
2020-05-03T16:57:16.575Z,62.2293,-151.3608,29.9,1.5,ml,,,,0.44,ak,ak0205pci807,2020-05-03T17:02:38.581Z,"65km W of Talkeetna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-05-03T16:44:43.730Z,35.8956667,-117.676,11.83,0.48,ml,11,85,0.05612,0.19,ci,ci38478202,2020-05-03T16:48:19.425Z,"21km ESE of Little Lake, CA",earthquake,0.56,1.35,0.117,6,automatic,ci,ci
2020-05-03T16:44:15.976Z,59.287,-152.9552,66.3,1.6,ml,,,,0.42,ak,ak0205pcffnn,2020-05-03T16:51:15.213Z,"83km SW of Anchor Point, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-05-03T16:39:13.399Z,-7.0235,129.2194,161.73,4.6,mb,,62,2.271,0.76,us,us700099dq,2020-05-03T16:58:59.040Z,"253km WNW of Saumlaki, Indonesia",earthquake,7.7,8,0.098,31,reviewed,us,us
2020-05-03T16:24:08.920Z,32.7833333,-115.4388333,10.12,1.51,ml,10,106,0.02293,0.07,ci,ci38478194,2020-05-03T16:28:01.843Z,"6km WSW of Holtville, CA",earthquake,0.34,0.47,0.248,17,automatic,ci,ci
2020-05-03T16:15:47.810Z,35.6796667,-117.5028333,10.52,1.42,ml,24,103,0.1561,0.17,ci,ci38478186,2020-05-03T16:26:50.860Z,"13km SW of Searles Valley, CA",earthquake,0.28,0.78,0.212,24,automatic,ci,ci
2020-05-03T16:12:12.263Z,36.7306,-115.468,9.8,1.1,ml,26,115.17,0.337,0.1816,nn,nn00724339,2020-05-03T22:09:48.008Z,"65km NW of Nellis Air Force Base, Nevada",earthquake,,9,0.24,13,reviewed,nn,nn
2020-05-03T16:09:59.089Z,36.753,-115.4574,0,0.8,ml,10,187.56,0.346,0.1371,nn,nn00724338,2020-05-03T21:57:23.150Z,"66km NNW of Nellis Air Force Base, Nevada",earthquake,,0,0.38,6,reviewed,nn,nn
2020-05-03T15:57:12.760Z,35.8671667,-117.6758333,8.18,0.81,ml,14,87,0.08175,0.16,ci,ci38478170,2020-05-03T16:00:51.656Z,"22km ESE of Little Lake, CA",earthquake,0.34,0.86,0.19,10,automatic,ci,ci
2020-05-03T15:56:33.085Z,67.4284,-168.7392,10,3,ml,,213,1.542,0.36,us,us700099di,2020-05-03T16:25:42.040Z,"132km SW of Point Hope, Alaska",earthquake,9.3,2,0.148,8,reviewed,us,us
2020-05-03T15:48:49.300Z,33.7165,-116.7548333,15.46,0.14,ml,7,200,0.03431,0.11,ci,ci38478162,2020-05-03T18:17:12.247Z,"4km SW of Idyllwild, CA",earthquake,0.58,0.54,0.379,3,reviewed,ci,ci
2020-05-03T15:41:01.550Z,33.5036667,-116.4963333,10.16,0.63,ml,28,49,0.061,0.14,ci,ci38478154,2020-05-03T15:44:45.549Z,"17km ESE of Anza, CA",earthquake,0.19,0.46,0.089,15,automatic,ci,ci
2020-05-03T15:36:06.845Z,44.2616,-115.0577,10,2.9,ml,,68,0.31,0.75,us,us700099d9,2020-05-03T16:13:38.040Z,"71km WSW of Challis, Idaho",earthquake,2.8,2,0.041,80,reviewed,us,us
2020-05-03T15:25:14.222Z,-21.7576,-174.443,10,5.1,mb,,70,8.092,0.75,us,us700099d8,2020-05-03T19:39:08.475Z,"70km SE of `Ohonua, Tonga",earthquake,10.4,1.9,0.044,170,reviewed,us,us
2020-05-03T15:16:04.615Z,62.9188,-150.6524,91.3,2.1,ml,,,,0.57,ak,ak0205pbnz4n,2020-05-03T15:26:03.040Z,"74km NNW of Talkeetna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-05-03T15:11:19.190Z,33.6066667,-116.808,13.81,0.49,ml,16,110,0.03886,0.15,ci,ci38478130,2020-05-03T15:15:03.389Z,"14km WNW of Anza, CA",earthquake,0.47,0.73,0.141,11,automatic,ci,ci
2020-05-03T15:02:28.185Z,39.0901,-111.4615,3.53,2.6,ml,,63,0.284,0.65,us,us700099cz,2020-05-03T15:32:50.040Z,"24km SE of Manti, Utah",earthquake,1.6,7.1,0.033,120,reviewed,us,us
2020-05-03T14:56:20.230Z,35.6473333,-117.5953333,9.78,0.65,ml,19,108,0.05422,0.15,ci,ci38478114,2020-05-03T18:01:51.455Z,"8km ENE of Ridgecrest, CA",earthquake,0.28,0.57,0.089,6,reviewed,ci,ci
2020-05-03T14:45:20.370Z,33.602,-116.8126667,13.32,1.5,ml,52,29,0.04049,0.2,ci,ci38478106,2020-05-03T14:56:27.800Z,"14km WNW of Anza, CA",earthquake,0.26,0.45,0.245,26,automatic,ci,ci
2020-05-03T14:42:12.155Z,39.3074,71.5253,10,4.5,mb,,47,0.279,0.82,us,us700099ct,2020-05-03T15:17:48.040Z,"7km N of Karakenja, Tajikistan",earthquake,5.8,1.9,0.059,84,reviewed,us,us
2020-05-03T14:36:33.502Z,36.7085,-116.3275,8.3,-0.2,ml,13,105.47,0.064,0.0983,nn,nn00724337,2020-05-03T21:51:09.367Z,"44km ESE of Beatty, Nevada",earthquake,,1.3,0.49,7,reviewed,nn,nn
2020-05-03T14:33:26.422Z,60.5529,-152.6242,11.3,0.8,ml,,,,0.47,ak,ak0205pb68dg,2020-05-03T14:43:36.573Z,"9km NE of Redoubt Volcano, Alaska",earthquake,,0.1,,,automatic,ak,ak
2020-05-03T14:19:57.626Z,63.0295,-149.3356,77.2,1.3,ml,,,,0.56,ak,ak0205pb3ark,2020-05-03T14:24:31.240Z,"44km SSW of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-05-03T14:19:05.990Z,33.6,-116.8138333,13.6,0.55,ml,21,79,0.04122,0.13,ci,ci38478098,2020-05-03T17:57:33.987Z,"14km WNW of Anza, CA",earthquake,0.24,0.57,0.124,10,reviewed,ci,ci
2020-05-03T14:18:24.110Z,38.824501,-122.7861633,0.19,0.55,md,7,137,0.01201,0.01,nc,nc73379755,2020-05-03T15:00:03.088Z,"6km W of Cobb, CA",earthquake,0.35,1.29,,1,automatic,nc,nc
2020-05-03T14:17:50.650Z,38.8231659,-122.7861633,0.49,1.02,md,18,41,0.01078,0.03,nc,nc73379750,2020-05-03T14:49:03.007Z,"6km W of Cobb, CA",earthquake,0.19,0.36,0.15,4,automatic,nc,nc
2020-05-03T14:10:57.740Z,33.602,-116.8155,12.66,0.67,ml,25,87,0.03881,0.16,ci,ci38478090,2020-05-03T14:14:41.030Z,"14km WNW of Anza, CA",earthquake,0.37,0.56,0.172,15,automatic,ci,ci
2020-05-03T14:10:33.959Z,5.7926,-82.6967,10,4.6,mb,,176,2.673,0.42,us,us700099ch,2020-05-03T15:20:04.040Z,"248km S of Punta de Burica, Panama",earthquake,8.7,1.6,0.088,38,reviewed,us,us
2020-05-03T14:09:00.200Z,36.07264328,-97.57079315,1.209795952,2.46,ml,75,26.387146,0.04607849941,0.6090912833,ok,ok2020iruw,2020-05-03T20:18:13.653Z,"12km N of Crescent, Oklahoma",earthquake,1.278020243,1.200729069,,57,automatic,ok,ok
2020-05-03T14:07:05.500Z,33.2618333,-116.3073333,10.36,0.65,ml,20,130,0.08218,0.25,ci,ci38478082,2020-05-03T14:10:52.136Z,"6km E of Borrego Springs, CA",earthquake,0.55,0.77,0.139,8,automatic,ci,ci
2020-05-03T14:06:46.470Z,37.6285019,-118.916832,-0.78,1.06,md,9,77,0.01133,0.03,nc,nc73379740,2020-05-03T16:12:02.755Z,"6km E of Mammoth Lakes, CA",earthquake,0.31,0.32,0.16,9,automatic,nc,nc
2020-05-03T14:02:00.980Z,36.6990013,-120.8528366,-0.21,1.88,md,6,209,0.06004,0.05,nc,nc73379735,2020-05-03T15:46:02.584Z,"32km NE of Pinnacles, CA",earthquake,1.82,7.96,0.12,6,automatic,nc,nc
2020-05-03T14:00:57.728Z,62.2044,-150.5666,7.2,1.8,ml,,,,0.84,ak,ak0205paz85e,2020-05-03T14:04:36.181Z,"27km WSW of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-05-03T13:58:01.700Z,34.8931667,-116.542,0.58,2.14,ml,22,61,0.1133,0.15,ci,ci38478074,2020-05-03T14:09:15.410Z,"40km WNW of Ludlow, CA",earthquake,0.3,0.59,0.178,26,automatic,ci,ci
2020-05-03T13:47:33.870Z,33.6193333,-116.8138333,14.43,0.42,ml,13,120,0.03027,0.17,ci,ci38478066,2020-05-03T13:51:06.867Z,"15km WNW of Anza, CA",earthquake,0.54,0.72,0.111,8,automatic,ci,ci
2020-05-03T13:43:52.550Z,41.980999,-112.4465027,1.01,3.2,ml,48,88,,0.4,uu,uu60383497,2020-05-03T15:28:35.763Z,"28km SW of Malad City, Idaho",earthquake,0.67,0.94,0.33,22,reviewed,uu,uu
2020-05-03T13:36:21.900Z,34.259,-118.6126667,4.92,0.9,ml,14,67,0.0475,0.23,ci,ci38478058,2020-05-03T13:39:57.790Z,"1km WNW of Chatsworth, CA",earthquake,0.43,0.87,0.186,20,automatic,ci,ci
2020-05-03T13:35:28.636Z,-22.3561,-113.5823,10,5.1,mb,,155,6.12,0.63,us,us700099c1,2020-05-03T22:35:43.643Z,"Easter Island region",earthquake,13.4,1.9,0.032,324,reviewed,us,us
2020-05-03T13:29:51.550Z,35.8996667,-117.741,9.57,0.42,ml,9,116,0.0796,0.07,ci,ci38478050,2020-05-03T13:33:38.117Z,"16km ESE of Little Lake, CA",earthquake,0.26,0.7,0.24,4,automatic,ci,ci
2020-05-03T13:25:26.281Z,38.2885,38.9966,10,4.2,mb,,108,0.955,0.63,us,us700099bz,2020-05-03T14:05:55.040Z,"4km SW of Doganyol, Turkey",earthquake,3.8,1.9,0.14,14,reviewed,us,us
2020-05-03T13:25:19.744Z,-21.712,-68.5893,127.25,4.1,mb,,64,0.612,0.54,us,us700099bx,2020-05-03T13:40:56.040Z,"90km NNE of Calama, Chile",earthquake,6.9,9.3,0.26,4,reviewed,us,us
2020-05-03T13:24:35.260Z,33.2561667,-116.3001667,8.53,0.82,ml,24,117,0.09876,0.24,ci,ci38478042,2020-05-03T13:28:04.942Z,"7km E of Borrego Springs, CA",earthquake,0.59,1.18,0.097,14,automatic,ci,ci
2020-05-03T13:18:27.650Z,38.8333321,-122.8178329,1.44,0.89,md,12,84,0.01163,0.01,nc,nc73379730,2020-05-03T13:34:03.525Z,"8km NW of The Geysers, CA",earthquake,0.31,0.78,,1,automatic,nc,nc
2020-05-03T13:16:18.036Z,34.96987915,-97.68312073,3.8201015,1.71,ml,20,59.25300598,0.08805277199,0.5048010348,ok,ok2020irtd,2020-05-03T13:19:25.328Z,"16km NNW of Lindsay, Oklahoma",earthquake,2.942184912,2.463607536,,15,automatic,ok,ok
2020-05-03T13:12:55.790Z,40.3263321,-124.4786682,10.02,3.39,ml,15,262,0.1107,0.24,nc,nc73379725,2020-05-03T17:03:05.610Z,"16km W of Petrolia, CA",earthquake,3.13,0.88,0.284,8,automatic,nc,nc
2020-05-03T13:12:20.950Z,19.129,-67.499,5,3.54,md,21,193,0.7448,0.46,pr,pr2020124009,2020-05-03T21:14:57.545Z,"75km NW of San Antonio, Puerto Rico",earthquake,2.06,2.11,0.11,14,reviewed,pr,pr
2020-05-03T13:10:36.837Z,61.7315,-149.551,31.6,1.5,ml,,,,0.94,ak,ak0205pafw3o,2020-05-03T13:13:45.967Z,"12km NNE of Meadow Lakes, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-05-03T13:04:17.535Z,57.1872,-154.5099,44.5,1.6,ml,,,,0.61,ak,ak0205paekbi,2020-05-03T13:08:34.380Z,"50km SW of Larsen Bay, Alaska",earthquake,,3,,,automatic,ak,ak
2020-05-03T12:50:55.930Z,38.8105011,-122.8239975,1.96,0.56,md,7,145,0.004364,0.01,nc,nc73379720,2020-05-03T15:05:03.119Z,"7km WNW of The Geysers, CA",earthquake,0.75,1.03,,1,automatic,nc,nc
2020-05-03T12:46:01.018Z,59.9987,-152.8474,114.3,1.5,ml,,,,0.39,ak,ak0205pa1yye,2020-05-03T12:49:39.974Z,"54km S of Redoubt Volcano, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-05-03T12:40:39.910Z,18.8519993,-155.2214966,9.37,2.61,ml,35,268,0.378,0.13,hv,hv71497572,2020-05-03T12:46:12.290Z,"47km SE of Pahala, Hawaii",earthquake,1.2,0.66,3.01,9,automatic,hv,hv
2020-05-03T12:36:03.546Z,61.4085,-147.283,11.4,2.4,ml,,,,0.73,ak,ak0205p9zyj7,2020-05-03T12:47:59.069Z,"58km WNW of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-05-03T12:28:39.050Z,33.4868333,-116.8015,5.9,0.75,ml,32,37,0.02549,0.15,ci,ci38477906,2020-05-03T12:32:23.350Z,"8km NE of Aguanga, CA",earthquake,0.18,0.58,0.134,25,automatic,ci,ci
2020-05-03T12:27:09.690Z,38.8358345,-122.80867,1.62,0.84,md,12,57,0.01247,0.02,nc,nc73379715,2020-05-03T14:33:03.912Z,"8km WNW of Cobb, CA",earthquake,0.28,0.59,0.06,2,automatic,nc,nc
2020-05-03T12:20:33.140Z,38.8136673,-122.8171692,2.67,0.32,md,14,60,0.01054,0.02,nc,nc73379710,2020-05-03T14:39:03.946Z,"7km NW of The Geysers, CA",earthquake,0.34,0.83,0.24,2,automatic,nc,nc
2020-05-03T12:20:03.780Z,19.2056675,-155.4105072,30.51,1.88,md,27,159,0.03397,0.16,hv,hv71497562,2020-05-03T12:23:02.900Z,"7km E of Pahala, Hawaii",earthquake,0.56,1.12,0.21,5,automatic,hv,hv
2020-05-03T12:17:25.910Z,17.9388,-66.7245,7,3.22,md,21,189,0.1575,0.21,pr,pr2020124008,2020-05-03T12:43:07.811Z,"6km S of Tallaboa, Puerto Rico",earthquake,0.62,0.34,0.25,15,reviewed,pr,pr
2020-05-03T12:01:13.632Z,31.0473,128.9596,10,5,mb,,100,1.358,0.79,us,us700099bi,2020-05-03T13:44:17.656Z,"131km W of Makurazaki, Japan",earthquake,6.7,1.9,0.041,188,reviewed,us,us
2020-05-03T11:58:09.010Z,35.746,-117.525,6.6,0.93,ml,7,167,0.09121,0.11,ci,ci38477898,2020-05-03T12:01:53.565Z,"11km WSW of Searles Valley, CA",earthquake,0.49,1.15,0.157,10,automatic,ci,ci
2020-05-03T11:54:24.821Z,31.4218,128.8199,10,5.9,mww,,26,1.398,0.95,us,us700099b2,2020-05-03T16:11:12.635Z,"140km S of Fukue, Japan",earthquake,6.1,1.8,0.053,34,reviewed,us,us
2020-05-03T11:50:02.140Z,32.7783333,-115.437,10.98,1.34,ml,16,60,0.02815,0.17,ci,ci38477890,2020-05-03T11:53:47.105Z,"6km SW of Holtville, CA",earthquake,0.4,0.65,0.137,16,automatic,ci,ci
2020-05-03T11:45:36.200Z,35.6788333,-117.5335,9.8,1.89,ml,20,150,0.1462,0.17,ci,ci38477882,2020-05-03T11:49:34.072Z,"14km ENE of Ridgecrest, CA",earthquake,0.34,0.94,0.186,26,automatic,ci,ci
2020-05-03T11:43:43.670Z,40.3396683,-124.3921661,9.21,2.08,md,5,234,0.06368,0.01,nc,nc73379705,2020-05-03T14:12:03.947Z,"9km W of Petrolia, CA",earthquake,2.37,0.88,0.02,5,automatic,nc,nc
2020-05-03T11:40:29.539Z,38.0349,-118.7037,11.2,0.9,ml,6,169.4,0.267,0.1399,nn,nn00724346,2020-05-03T18:18:13.803Z,"48km NNE of Mammoth Lakes, California",earthquake,,6.2,0.12,5,reviewed,nn,nn
2020-05-03T11:31:46.650Z,35.8765,-117.6803333,12.59,0.24,ml,6,90,0.07528,0.12,ci,ci38477874,2020-05-03T11:35:19.990Z,"22km ESE of Little Lake, CA",earthquake,0.48,1.17,0.092,3,automatic,ci,ci
2020-05-03T11:15:36.630Z,35.8895,-117.7055,8.02,1.03,ml,15,68,0.07347,0.1,ci,ci38477866,2020-05-03T11:19:22.601Z,"19km ESE of Little Lake, CA",earthquake,0.2,0.58,0.199,13,automatic,ci,ci
2020-05-03T11:14:59.985Z,64.8881,-147.2438,18.9,0.6,ml,,,,0.41,ak,ak0205p99xjf,2020-05-03T11:23:48.878Z,"16km NE of Badger, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-05-03T11:12:29.143Z,59.7427,-151.8167,50.5,1.2,ml,,,,0.61,ak,ak0205p99fqm,2020-05-03T11:15:04.822Z,"3km SSE of Anchor Point, Alaska",earthquake,,0.8,,,automatic,ak,ak
